gene	rseq
HECTD4	NM_001109662
ARHGAP11B	NM_001039841
KDM3A	NM_018433
RPTN	NM_001122965
C11orf68	NM_001135635
MPO	NM_000250
CIITA	NM_000246
ITIH3	NM_002217
B3GALNT2	NM_152490
CMTM5	NM_138460
WDR92	NM_138458
C1orf74	NM_152485
ZNF569	NM_152484
HAUS1	NM_138443
FAM187B	NM_152481
MB21D1	NM_138441
VASN	NM_138440
FAM83F	NM_138435
C19orf18	NM_152474
TMEM199	NM_152464
MRAP2	NM_138409
PPP2R5E	NM_006246
TASP1	NM_017714
TTC22	NM_001114108
UACA	NM_018003
CARHSP1	NM_014316
PELI2	NM_021255
CHDH	NM_018397
CPOX	NM_000097
MIOS	NM_019005
STK10	NM_005990
AQP12A	NM_198998
POMP	NM_015932
PABPC1L2B	NM_001042506
GTF2H2D	NM_001042490
TNRC18	NM_001080495
TMEM218	NM_001258239
OR4K15	NM_001005486
OR6C74	NM_001005490
OR4M1	NM_001005500
NME1-NME2	NM_001018136
OR52B2	NM_001004052
GCC2	NM_181453
FFAR1	NM_005303
DOCK3	NM_004947
GLIPR1L2	NM_001270396
VSIG10	NM_019086
SDCCAG8	NM_006642
UCHL3	NM_006002
CDC23	NM_004661
LRTM1	NM_020678
S100A14	NM_020672
ADCY1	NM_021116
ITGA11	NM_001004439
DUSP27	NM_001080426
C6orf201	NM_001085401
SAMD5	NM_001030060
C2orf76	NM_001017927
AARD	NM_001025357
CYP11B1	NM_000497
PLA2G12A	NM_030821
FIZ1	NM_032836
LYPLA1	NM_006330
CAMSAP1	NM_015447
SMIM13	NM_001135575
GYPB	NM_002100
CXCL2	NM_002089
ZRSR2	NM_005089
ELFN1	NM_001128636
KRTAP16-1	NM_001146182
C6orf52	NM_001145020
ATP5L	NM_006476
TRIM38	NM_006355
C7orf55-LUC7L2	NM_001244584
SCNN1D	NM_001130413
ANKRD31	NM_001164443
PA2G4	NM_006191
GSS	NM_000178
SYCE2	NM_001105578
MYCL1	NM_001033082
SLC22A5	NM_003060
CARM1	NM_199141
HOXB3	NM_002146
YBX2	NM_015982
TKTL1	NM_012253
MRPL12	NM_002949
HSD17B2	NM_002153
HRC	NM_002152
BMP8B	NM_001720
RPL27A	NM_000990
RPL27	NM_000988
COX6C	NM_004374
TIMP2	NM_003255
TIMP1	NM_003254
RORA	NM_134260
DLEU7	NM_198989
METRNL	NM_001004431
MZT2A	NM_001085365
ANKRD20A4	NM_001098805
OST4	NM_001134693
ZNF720	NM_001130913
TEX36	NM_001128202
SIRT3	NM_012239
VMAC	NM_001017921
LRRC66	NM_001024611
C1orf53	NM_001024594
RGS21	NM_001039152
HEATR2	NM_017802
ZNF490	NM_020714
HBEGF	NM_001945
GALK2	NM_002044
DSG3	NM_001944
GABRR2	NM_002043
FAM162B	NM_001085480
ZNF441	NM_152355
C5orf51	NM_175921
ATP6V0D2	NM_152565
NAA10	NM_003491
MMP21	NM_147191
USP50	NM_203494
SH3RF3	NM_001099289
SEMA5A	NM_003966
GLB1L	NM_024506
STAC2	NM_198993
C9orf78	NM_016520
PPP1R13B	NM_015316
TRNAU1AP	NM_017846
PKN2	NM_006256
CFHR1	NM_002113
HTT	NM_002111
AP1G1	NM_001030007
CTSG	NM_001911
GNS	NM_002076
OR10H4	NM_001004465
OR10G8	NM_001004464
OR10G7	NM_001004463
USP32	NM_032582
C12orf40	NM_001031748
STK16	NM_001008910
ARID3C	NM_001017363
CCDC125	NM_176816
RASSF3	NM_178169
AGR3	NM_176813
NLRP8	NM_176811
OSGIN1	NM_182981
FAM151A	NM_176782
RTN4RL2	NM_178570
DEF6	NM_022047
KLK14	NM_022046
SLC18B1	NM_052831
OR5J2	NM_001005492
ATP1B1	NM_001677
OR52I1	NM_001005169
OR4A16	NM_001005274
BEND3	NM_001080450
DLL3	NM_016941
KRTAP19-4	NM_181610
ARMC3	NM_173081
KRTAP19-3	NM_181609
KRTAP19-2	NM_181608
RUNDC1	NM_173079
CDC26	NM_139286
KRTAP19-1	NM_181607
SSPO	NM_198455
CBLN3	NM_001039771
ESCO2	NM_001017420
CT45A1	NM_001017417
LCN2	NM_005564
TMEM180	NM_024789
ZDHHC11	NM_024786
ZBTB3	NM_024784
AGBL2	NM_024783
FGD6	NM_018351
KIAA1462	NM_020848
DCAF4L1	NM_001029955
GAB4	NM_001037814
ODF3B	NM_001014440
OR5C1	NM_001001923
OR5AS1	NM_001001921
PEAR1	NM_001080471
FAM102A	NM_001035254
COL28A1	NM_001037763
MORN5	NM_198469
MMS22L	NM_198468
ZNF799	NM_001080821
CLRN2	NM_001079827
KRTAP5-8	NM_021046
WDFY4	NM_020945
RFX7	NM_022841
METTL4	NM_022840
ZNF552	NM_024762
RPGRIP1	NM_020366
NIPAL2	NM_024759
DHH	NM_021044
CWC22	NM_020943
BIRC7	NM_139317
FANCM	NM_020937
SPANXN4	NM_001009613
RTP2	NM_001004312
ZNF780B	NM_001005851
TMEM244	NM_001010876
RAB41	NM_001032726
SULT6B1	NM_001032377
ZNF763	NM_001012753
GRAMD2	NM_001012642
MARCH11	NM_001102562
TMEM102	NM_178518
PSTK	NM_153336
IFITM3	NM_021034
RAP2A	NM_021033
PRSS27	NM_031948
SLC25A2	NM_031947
RNF133	NM_139175
TUBB6	NM_032525
NT5C1A	NM_032526
NLN	NM_020726
KIAA1211	NM_020722
GRAMD1B	NM_020716
ZNF236	NM_007345
FAM103A1	NM_031452
SRPRB	NM_021203
USP37	NM_020935
MCEE	NM_032601
FNIP2	NM_020840
CHKB	NM_005198
CRKL	NM_005207
CEBPD	NM_005195
CEBPB	NM_005194
TFAP2C	NM_003222
DGKI	NM_004717
TSNAX	NM_005999
PIAS3	NM_006099
MOCS3	NM_014484
XKR9	NM_001011720
C11orf87	NM_207645
FAM211B	NM_207644
DUOXA2	NM_207581
VPS18	NM_020857
FBXW9	NM_032301
CYYR1	NM_052954
KIF18B	NM_001265577
ZNF431	NM_133473
IQCD	NM_138451
ZNF215	NM_013250
CABP5	NM_019855
LRP11	NM_032832
CIRH1A	NM_032830
ELSPBP1	NM_022142
EPB41L4A	NM_022140
RPRM	NM_019845
SLCO1B3	NM_019844
OR2A4	NM_030908
LRRC4	NM_022143
TNMD	NM_022144
TMEM255B	NM_182614
ZDHHC7	NM_001145548
PPIAL4E	NM_001144032
LMLN	NM_001136049
LOC729020	NM_001143909
DTL	NM_016448
TMEM60	NM_032936
LEP	NM_000230
ZNF157	NM_003446
MYT1	NM_004535
NDUFAF4	NM_014165
MRPL18	NM_014161
HAPLN4	NM_023002
CCDC152	NM_001134848
CLK1	NM_001162407
UCHL1	NM_004181
SCGB1D1	NM_006552
SCN10A	NM_006514
SAA4	NM_006512
TRIM27	NM_006510
GPR6	NM_005284
GDF15	NM_004864
TRIM39-RPP21	NM_001199119
PTTG1	NM_004219
ZFP36L1	NM_001244701
LCE6A	NM_001128600
SLC10A5	NM_001010893
ACTL10	NM_001024675
FBXL17	NM_001163315
MUC21	NM_001010909
TSPAN12	NM_012338
GPCPD1	NM_019593
OR13C4	NM_001001919
OR4C15	NM_001001920
OR14C36	NM_001001918
OR1S2	NM_001004459
OR1S1	NM_001004458
SPRED3	NM_001042522
MYPOP	NM_001012643
SCGB2B2	NM_001025591
TPM1	NM_000366
ESCO1	NM_052911
SLITRK1	NM_052910
GPRIN1	NM_052899
PLEKHG4B	NM_052909
XKR4	NM_052898
TMEM132B	NM_052907
CENPW	NM_001012507
WEE2	NM_001105558
NUDT19	NM_001105570
OR2M2	NM_001004688
OR2L3	NM_001004687
OR2L2	NM_001004686
TPRG1L	NM_182752
MCM10	NM_182751
CCDC84	NM_198489
HOXB8	NM_024016
HOXA6	NM_024014
SCYL2	NM_017988
FAM71F1	NM_032599
CRYBG3	NM_153605
FAM90A1	NM_018088
ZSWIM5	NM_020883
MANBAL	NM_022077
OR10C1	NM_013941
PAPD5	NM_001040284
TMEM30B	NM_001017970
KCNE2	NM_172201
WASH1	NM_182905
VSX2	NM_182894
C18orf32	NM_001035005
GALNTL6	NM_001034845
CCDC154	NM_001143980
C17orf89	NM_001086521
MAP1LC3B2	NM_001085481
PRHOXNB	NM_001105577
TRHR	NM_003301
OR4P4	NM_001004124
KRTAP5-2	NM_001004325
NWD1	NM_001007525
LMBRD2	NM_001007527
TDP1	NM_018319
OR4A15	NM_001005275
FBXO31	NM_024735
CLMN	NM_024734
SOX18	NM_018419
FXYD7	NM_022006
CORO1B	NM_020441
C19orf24	NM_017914
ATP10D	NM_020453
NIPAL3	NM_020448
SLC25A14	NM_003951
PAPOLB	NM_020144
BDH2	NM_020139
GRIPAP1	NM_020137
TEFM	NM_024683
FAM20C	NM_020223
RNPEP	NM_020216
PARP6	NM_020214
RHOJ	NM_020663
DIRAS2	NM_017594
ZNF579	NM_152600
CCDC90A	NM_001031713
TRMT11	NM_001031712
RNASE12	NM_001024822
SIDT2	NM_001040455
IDI1	NM_004508
HUS1	NM_004507
TFAP2B	NM_003221
TSTA3	NM_003313
PHLDA2	NM_003311
KRTAP5-4	NM_001012709
C9orf131	NM_203299
TUSC5	NM_172367
EXOSC8	NM_181503
TMEM65	NM_194291
SPRYD4	NM_207344
DDX59	NM_001031725
ATP1A2	NM_000702
MURC	NM_001018116
GATSL3	NM_001037666
GPHN	NM_020806
ZNF23	NM_145911
OR2T27	NM_001001824
OR2T34	NM_001001821
SLC35D3	NM_001008783
SPDYC	NM_001008778
C20orf194	NM_001009984
C4orf46	NM_001008393
CYP1A2	NM_000761
CRH	NM_000756
CIB4	NM_001029881
ARL16	NM_001040025
GPR149	NM_001038705
GOLGA6A	NM_001038640
CCDC173	NM_001085447
FLG2	NM_001014342
IL31	NM_001014336
LOC154872	NM_001024603
ZNF284	NM_001037813
LIN52	NM_001024674
SLC37A4	NM_001164278
TCTEX1D4	NM_001013632
HNRNPCL1	NM_001013631
NLRP10	NM_176821
NLRP14	NM_176822
CDC42EP1	NM_152243
OR10A3	NM_001003745
ZSCAN23	NM_001012455
OR2G6	NM_001013355
OR11H12	NM_001013354
HSPE1-MOB4	NM_001202485
ZNF816-ZNF321P	NM_001202473
SYNC	NM_030786
KIRREL3	NM_032531
RGL3	NM_001161616
KIAA0895L	NM_001040715
ZNF578	NM_001099694
PLEKHH2	NM_172069
ZNF696	NM_030895
PGBD2	NM_170725
CUL9	NM_015089
FAM154B	NM_001008226
C14orf182	NM_001012706
KRTAP5-10	NM_001012710
OR4N4	NM_001005241
OR1L1	NM_001005236
ARL1	NM_001177
PEBP1	NM_002567
P2RY11	NM_002566
CYP2J2	NM_000775
CYP2F1	NM_000774
CYP2E1	NM_000773
OR6V1	NM_001001667
PGGT1B	NM_005023
ERGIC1	NM_001031711
UROD	NM_000374
ZNF718	NM_001039127
TMEM232	NM_001039763
SMAGP	NM_001031628
SPINK13	NM_001040129
SAPCD1	NM_001039651
KRTAP27-1	NM_001077711
CDNF	NM_001029954
C8orf74	NM_001040032
CCDC150	NM_001080539
SNRPA1	NM_003090
TBX4	NM_018488
PIFO	NM_181643
HDGFRP2	NM_001001520
ENKD1	NM_032140
AASDH	NM_181806
MPP7	NM_173496
KIF14	NM_014875
CMC4	NM_001018024
TCEAL5	NM_001012979
NGRN	NM_001033088
ARMC12	NM_145028
TMEM89	NM_001008269
C1QL4	NM_001008223
ALDH1L2	NM_001034173
ENGASE	NM_001042573
FAM19A4	NM_182522
FAM196A	NM_001039762
RAB24	NM_130781
LOC650293	NM_001040071
PRR23B	NM_001013650
KRTAP5-5	NM_001001480
ZNF793	NM_001013659
PTX4	NM_001013658
GDPGP1	NM_001013657
ZYG11A	NM_001004339
OR1J4	NM_001004452
OR1J1	NM_001004451
YPEL2	NM_001005404
C16orf88	NM_001012991
UBE2NL	NM_001012989
CLDN25	NM_001101389
CHST14	NM_130468
C2orf66	NM_213608
RNF126	NM_194460
IRGQ	NM_001007561
SS18	NM_001007559
PPP1R27	NM_001007533
STH	NM_001007532
AIPL1	NM_014336
DEFB128	NM_001037732
DEFB116	NM_001037731
DEFB113	NM_001037729
UNC45A	NM_018671
DEFB115	NM_001037730
INS-IGF2	NM_001042376
C15orf56	NM_001039905
PODXL2	NM_015720
COL5A3	NM_015719
VRTN	NM_018228
KIAA1407	NM_020817
PDSS1	NM_014317
GTF2A1	NM_015859
APOBEC3C	NM_014508
RPS6KA6	NM_014496
ANGPTL3	NM_014495
TNRC6A	NM_014494
RABGEF1	NM_014504
SIMC1	NM_198567
TMEM110	NM_198563
RBM43	NM_198557
OVCH2	NM_198185
NSUN6	NM_182543
C5orf64	NM_173667
SPATA19	NM_174927
MOBP	NM_182935
ZPLD1	NM_175056
TMEM61	NM_182532
RIMKLA	NM_173642
TMEM145	NM_173633
ODF3L2	NM_182577
ZFP69	NM_198494
KCNT2	NM_198503
STT3A	NM_152713
SENP5	NM_152699
TBATA	NM_152710
TMEM229B	NM_182526
ZNF776	NM_173632
SPC24	NM_182513
RTTN	NM_173630
DNAH17	NM_173628
FAM216B	NM_182508
ZNF428	NM_182498
TECRL	NM_001010874
OR1L4	NM_001005235
OR1L3	NM_001005234
HHLA3	NM_001031693
OR2B6	NM_012367
NDC80	NM_006101
DAGLA	NM_006133
ALG10B	NM_001013620
SEMA5B	NM_001256347
KIAA1755	NM_001029864
SLC35F1	NM_001029858
FIGNL2	NM_001013690
GLYATL3	NM_001010904
UFD1L	NM_005659
ZNF704	NM_001033723
TRNP1	NM_001013642
UNC13C	NM_001080534
DHRS7C	NM_001220493
MSGN1	NM_001105569
TMEM150B	NM_001085488
SHOC2	NM_007373
ZNF728	NM_001267716
MYBPHL	NM_001010985
BRS3	NM_001727
DEFB114	NM_001037499
HMG20A	NM_018200
SPIRE2	NM_032451
OR56B4	NM_001005181
OR56B1	NM_001005180
OR52W1	NM_001005178
C6orf163	NM_001010868
GRHL2	NM_024915
OR6S1	NM_001001968
OR5D13	NM_001001967
OR14A16	NM_001001966
OR4D5	NM_001001965
OR2T11	NM_001001964
OR2L8	NM_001001963
OR13C3	NM_001001961
OR5W2	NM_001001960
OR11L1	NM_001001959
OR13C9	NM_001001956
DDX60L	NM_001012967
GCM1	NM_003643
LIN7A	NM_004664
NOMO3	NM_001004067
SPEN	NM_015001
RNF113A	NM_006978
SMO	NM_005631
SLCO2A1	NM_005630
FBXO10	NM_012166
RBP4	NM_006744
RBM3	NM_006743
PSKH1	NM_006742
HIBCH	NM_014362
MARVELD1	NM_031484
NKX2-8	NM_014360
IFNA13	NM_006900
CALM1	NM_006888
ZFP36L2	NM_006887
ZNF121	NM_001008727
RNF214	NM_207343
SOCS6	NM_004232
TSPAN18	NM_130783
RGS18	NM_130782
MADCAM1	NM_130760
RPS4Y2	NM_001039567
OR8J3	NM_001004064
C7orf66	NM_001024607
C10orf128	NM_001010863
SAMD15	NM_001010860
C22orf42	NM_001010859
HTRA1	NM_002775
KLK6	NM_002774
GLTPD2	NM_001014985
FAM132A	NM_001014980
RGAG4	NM_001024455
ERCC6L2	NM_001010895
FDX1L	NM_001031734
IRAK1BP1	NM_001010844
OR6B2	NM_001005853
LBX2	NM_001009812
SPANXN3	NM_001009609
PCDH17	NM_001040429
PRSS53	NM_001039503
TBC1D28	NM_001039397
SPATA6L	NM_001039395
LOC388813	NM_001256579
CCL4	NM_002984
SPARC	NM_003118
RECQL4	NM_004260
HS3ST6	NM_001009606
SPANXN2	NM_001009615
SPANXN1	NM_001009614
OR2Y1	NM_001001657
CR2	NM_001006658
CT45A6	NM_001017438
FBXO46	NM_001080469
SNED1	NM_001080437
TTLL9	NM_001008409
ATAD3C	NM_001039211
LPCAT4	NM_153613
CCDC14	NM_022757
OR2G3	NM_001001914
OR52N1	NM_001001913
OR4E2	NM_001001912
ARSH	NM_001011719
LRRC18	NM_001006939
TCEAL6	NM_001006938
CLEC6A	NM_001007033
TAAR1	NM_138327
ACMSD	NM_138326
CPNE2	NM_152727
BOC	NM_033254
IGJ	NM_144646
SDR16C5	NM_138969
XXYLT1	NM_152531
PARD3B	NM_152526
GPC2	NM_152742
ROGDI	NM_024589
OR52B4	NM_001005161
TCHHL1	NM_001008536
NUGGC	NM_001010906
TRIM16	NM_006470
C12orf69	NM_001013698
ZNF774	NM_001004309
OR8H1	NM_001005199
OR8G5	NM_001005198
OR8D4	NM_001005197
OR8B4	NM_001005196
OR8B12	NM_001005195
OR8U1	NM_001005204
ALG11	NM_001004127
OR6C70	NM_001005499
OR6C75	NM_001005497
OR5D16	NM_001005496
OR2T3	NM_001005495
SLC6A5	NM_004211
FBXL14	NM_152441
STX12	NM_177424
PRAMEF16	NM_001045480
S100A7L2	NM_001045479
OR10G4	NM_001004462
LOC401052	NM_001008737
CHAC2	NM_001008708
CLPSL1	NM_001010886
RILPL2	NM_145058
CDC42EP5	NM_145057
WIPF2	NM_133264
DCD	NM_053283
CLIC6	NM_053277
GLMN	NM_053274
HS6ST3	NM_153456
SLC2A14	NM_153449
LPHN2	NM_012302
OSTN	NM_198184
TMEM95	NM_198154
ERVFRD-1	NM_207582
C9orf139	NM_207511
DEFB132	NM_207469
TEX19	NM_207459
ACPL2	NM_152282
FCRLB	NM_001002901
PAQR3	NM_001040202
LGALS9C	NM_001040078
FOXK1	NM_001037165
FAM78B	NM_001017961
ANKRD37	NM_181726
METTL2A	NM_181725
NCMAP	NM_001010980
CXorf65	NM_001025265
C17orf67	NM_001085430
ZBTB8A	NM_001040441
OR4K14	NM_001004712
OR4D9	NM_001004711
RIPPLY2	NM_001009994
ADAMTS16	NM_139056
ZCCHC5	NM_152694
SAMD9L	NM_152703
PRTG	NM_173814
C9orf85	NM_182505
ZNF383	NM_152604
ZNF567	NM_152603
MROH7	NM_001039464
KIAA0146	NM_001080394
MON1B	NM_014940
MCF2L2	NM_015078
PLAC1	NM_021796
C16orf70	NM_025187
ADARB2	NM_018702
FAM214B	NM_025182
HPS4	NM_022081
CC2D1B	NM_032449
SLC35F5	NM_025181
ELL3	NM_025165
ATP11C	NM_173694
RPF1	NM_025065
LRRC8E	NM_025061
TMEM160	NM_017854
C1orf109	NM_017850
C1orf146	NM_001012425
TRIM72	NM_001008274
TRABD2A	NM_001080824
ZNF541	NM_001101419
C5orf58	NM_001102609
LINGO3	NM_001101391
SBK2	NM_001101401
FAM183A	NM_001101376
IGLON5	NM_001101372
CCDC160	NM_001101357
ZNF883	NM_001101338
C3orf79	NM_001101337
GPR97	NM_170776
LCN8	NM_178469
FAM83C	NM_178468
C20orf166	NM_178463
QSOX2	NM_181701
RIMS2	NM_001100117
IL3	NM_000588
C7	NM_000587
ITIH2	NM_002216
STAB1	NM_015136
IAPP	NM_000415
PTGDS	NM_000954
DEFB4A	NM_004942
NDUFB1	NM_004545
NDUFA10	NM_004544
RGS16	NM_002928
TEAD1	NM_021961
RAB44	NM_001257357
DECR2	NM_020664
MRS2	NM_020662
AICDA	NM_020661
GJD2	NM_020660
PDGFRB	NM_002609
HGD	NM_000187
GALNS	NM_000512
CYP1A1	NM_000499
CST6	NM_001323
CLCA1	NM_001285
COX6B1	NM_001863
ATRX	NM_000489
CRYBB2	NM_000496
F2	NM_000506
F12	NM_000505
GP1BB	NM_000407
F10	NM_000504
COL17A1	NM_000494
POU6F1	NM_002702
CCDC19	NM_012337
MYO10	NM_012334
TIMM44	NM_006351
CXCL11	NM_005409
DPP3	NM_005700
CXXC5	NM_016463
ZC3HC1	NM_016478
C17orf85	NM_001114118
AMN1	NM_001113402
ALG1L2	NM_001136152
ALPP	NM_001632
NEUROG1	NM_006161
NEUROD2	NM_006160
LAMA1	NM_005559
PKIA	NM_006823
C2CD2L	NM_014807
TRPV5	NM_019841
TMEM57	NM_018202
CAND1	NM_018448
EIF4EBP2	NM_004096
EIF4EBP1	NM_004095
NPR2	NM_003995
PSMD13	NM_175932
PSMD4	NM_002810
C5orf47	NM_001144954
IL11RA	NM_001142784
POTEC	NM_001137671
PPARA	NM_005036
DPF2	NM_006268
ZNRF4	NM_181710
STPG2	NM_174952
RCBTB2	NM_001268
DCAF16	NM_017741
POMGNT1	NM_001243766
UGT1A5	NM_019078
KCNJ12	NM_021012
DEFA5	NM_021010
UBC	NM_021009
VAMP5	NM_006634
PRDX6	NM_004905
YPEL1	NM_013313
C19orf73	NM_018111
MTPAP	NM_018109
TAS2R14	NM_023922
ZBTB26	NM_020924
RPRD1A	NM_018170
KIAA1551	NM_018169
RIC8B	NM_018157
ASF1B	NM_018154
HECTD3	NM_024602
SLC2A7	NM_207420
MDGA1	NM_153487
OR10A6	NM_001004461
OR2T12	NM_001004692
KRTAP20-3	NM_001128077
LOC100287177	NM_001242348
WFDC2	NM_006103
TBCD	NM_005993
C12orf23	NM_152261
C7orf62	NM_152706
TTC30B	NM_152517
CPA2	NM_001869
ST6GALNAC4	NM_175039
COMMD1	NM_152516
CKAP2L	NM_152515
ENTHD1	NM_152512
PRAC	NM_032391
ZBTB7A	NM_015898
RMDN3	NM_018145
KCNG4	NM_172347
ECHDC3	NM_024693
ZNF750	NM_024702
DENND1C	NM_024898
TMEM163	NM_030923
TTYH2	NM_032646
CCDC83	NM_173556
TRIM37	NM_015294
TMC8	NM_152468
TRIML2	NM_173553
UBXN1	NM_015853
ZNF117	NM_015852
CELA2B	NM_015849
STX11	NM_003764
OGFRL1	NM_024576
SLTM	NM_024755
EMC7	NM_020154
FSCB	NM_032135
MYCBPAP	NM_032133
DEFB126	NM_030931
LZTS2	NM_032429
KLHL14	NM_020805
CRCT1	NM_019060
TMEM176A	NM_018487
ABRACL	NM_021243
RBM25	NM_021239
COL14A1	NM_021110
OR4D2	NM_001004707
RSAD1	NM_018346
CNPY4	NM_152755
SEMA3D	NM_152754
BCAP29	NM_001008405
GRIN3B	NM_138690
TMX3	NM_019022
MESDC1	NM_022566
ZC3H12A	NM_025079
GPR157	NM_024980
PLA2G4A	NM_024420
SNX22	NM_024798
ROBO3	NM_022370
TCTEX1D1	NM_152665
OR9I1	NM_001005211
FZD10	NM_007197
TAS2R10	NM_023921
FAXC	NM_032511
HAGHL	NM_032304
RPL21	NM_000982
RHCG	NM_016321
MRPL30	NM_145212
LYPD4	NM_173506
HKR1	NM_181786
PDILT	NM_174924
LY6G6C	NM_025261
CSNK1G1	NM_022048
CCDC54	NM_032600
MCTP1	NM_024717
TXNDC15	NM_024715
KATNBL1	NM_024713
ZBTB48	NM_005341
WDR45B	NM_019613
TNFSF4	NM_003326
ADIPOQ	NM_004797
MAGI2	NM_012301
SERAC1	NM_032861
NOC3L	NM_022451
C11orf48	NM_024099
NSMCE2	NM_173685
XKR6	NM_173683
RNF175	NM_173662
PIEZO2	NM_022068
GPR142	NM_181790
FNBP4	NM_015308
TIGD7	NM_033208
DVL2	NM_004422
APOA1BP	NM_144772
TTI1	NM_014657
UBR4	NM_020765
RNASEH2C	NM_032193
GNG5	NM_005274
PGM5	NM_021965
ZNF148	NM_021964
RBM18	NM_033117
PHC3	NM_024947
TUSC1	NM_001004125
TRAF3IP3	NM_025228
C16orf54	NM_175900
PRR15	NM_175887
CCDC71L	NM_175884
SPPL2C	NM_175882
TIAM1	NM_003253
SLC25A12	NM_003705
KLRK1	NM_007360
ANGPTL7	NM_021146
ASXL2	NM_018263
ARMC6	NM_001199196
MSL1	NM_001012241
FHOD1	NM_013241
TONSL	NM_013432
NAMPT	NM_005746
MMP20	NM_004771
OVCH1	NM_183378
TTC38	NM_017931
ZNF277	NM_021994
MKI67IP	NM_032390
KCTD10	NM_031954
NRN1	NM_016588
POLI	NM_007195
FUK	NM_145059
NUP37	NM_024057
GPR82	NM_080817
CPA6	NM_020361
TRIM49	NM_020358
SPACA1	NM_030960
ZNF224	NM_013398
NINL	NM_025176
MRFAP1L1	NM_203462
DAK	NM_015533
QPRT	NM_014298
CAPN11	NM_007058
RNF167	NM_015528
RHOD	NM_014578
CLDN6	NM_021195
SLC30A1	NM_021194
SMIM14	NM_174921
FBXO36	NM_174899
LCN15	NM_203347
FAM22D	NM_001009610
MAPK1IP1L	NM_144578
COL24A1	NM_152890
VAMP8	NM_003761
HSPG2	NM_005529
MAPK8IP1	NM_005456
CEACAM5	NM_004363
ZCCHC4	NM_024936
RAB25	NM_020387
NLGN2	NM_020795
DPYS	NM_001385
MAPK1	NM_002745
TM4SF20	NM_024795
ISX	NM_001008494
GSX1	NM_145657
FAM153B	NM_001265615
CD5L	NM_005894
VPS33B	NM_018668
PURB	NM_033224
PCDH11Y	NM_032973
WDR61	NM_025234
ZSCAN16	NM_025231
LRRC3B	NM_052953
C10orf11	NM_032024
RASSF4	NM_032023
PLD4	NM_138790
ACTL7A	NM_006687
YES1	NM_005433
TBR1	NM_006593
RHOQ	NM_012249
NTS	NM_006183
SNRPC	NM_003093
EI24	NM_001007277
DCC	NM_005215
AFG3L2	NM_006796
TTC37	NM_014639
KLRC4	NM_013431
ADGB	NM_024694
PPP5D1	NM_001205281
TAPT1	NM_153365
TRIM49B	NM_001206626
EFNB1	NM_004429
CNNM1	NM_020348
TCHH	NM_007113
SLC17A6	NM_020346
LYL1	NM_005583
PRPH	NM_006262
NUBP2	NM_012225
HAUS7	NM_017518
MBTPS1	NM_003791
RPS27L	NM_015920
HCAR1	NM_032554
HIATL1	NM_032558
RNASE7	NM_032572
EMR3	NM_032571
SPZ1	NM_032567
SPINK7	NM_032566
DGAT2	NM_032564
PLA2G12B	NM_032562
ATPAF2	NM_145691
DOK6	NM_152721
WDR85	NM_138778
SAMD3	NM_001017373
ZC3H18	NM_144604
NLRP5	NM_153447
RSRC1	NM_016625
PSD3	NM_015310
MRPL54	NM_172251
ZFP3	NM_153018
CATSPER4	NM_198137
ZNF18	NM_144680
RNASE13	NM_001012264
ARSI	NM_001012301
CENPP	NM_001012267
ABRA	NM_139166
C14orf180	NM_001008404
DUSP28	NM_001033575
CLU	NM_001831
C10orf99	NM_207373
PAGE2	NM_207339
ZNF880	NM_001145434
C4orf52	NM_001145432
SP9	NM_001145250
FAM45A	NM_207009
KANK4	NM_181712
TMEM239	NM_001167670
RAVER2	NM_018211
GPR171	NM_013308
GPSM2	NM_013296
ODAM	NM_017855
SPOPL	NM_001001664
ADNP2	NM_014913
KCTD21	NM_001029859
PSTPIP2	NM_024430
BRMS1L	NM_032352
ITPKC	NM_025194
ELOF1	NM_032377
HAUS3	NM_024511
BCORL1	NM_021946
CEP70	NM_024491
THOC3	NM_032361
ZBTB2	NM_020861
HFM1	NM_001017975
ELP6	NM_001031703
XPNPEP2	NM_003399
ZNF765	NM_001040185
OR51T1	NM_001004759
OR51S1	NM_001004758
OR51Q1	NM_001004757
USP7	NM_003470
KHDRBS3	NM_006558
NEK5	NM_199289
CCDC137	NM_199287
PRRT3	NM_207351
SLC25A34	NM_207348
TSEN54	NM_207346
CLEC9A	NM_207345
SLC9A7	NM_001257291
LRCH3	NM_032773
TMPRSS5	NM_030770
SRMS	NM_080823
ELTD1	NM_022159
LOXL3	NM_032603
HNRNPR	NM_001102398
GALNT3	NM_004482
TAF7	NM_005642
TAAR5	NM_003967
SLC17A2	NM_005835
C10orf131	NM_001130446
IQGAP1	NM_003870
FOXL1	NM_005250
TNFRSF4	NM_003327
LAMB2	NM_002292
CSMD1	NM_033225
COBLL1	NM_014900
RNF187	NM_001010858
GLDN	NM_181789
MAGT1	NM_032121
OR5I1	NM_006637
DSCR3	NM_006052
SNAPC5	NM_006049
ATP9A	NM_006045
CCDC134	NM_024821
ATP6V0D1	NM_004691
OR52A1	NM_012375
OR3A3	NM_012373
OR2F1	NM_012369
OR2C1	NM_012368
DMRTB1	NM_033067
DDX43	NM_018665
RTP3	NM_031440
SOX7	NM_031439
TMUB1	NM_031434
MFRP	NM_031433
MYCT1	NM_025107
FAM98C	NM_174905
ITGA1	NM_181501
ZNF518B	NM_053042
C17orf70	NM_025161
FATE1	NM_033085
SARNP	NM_033082
